"V1" "V2"
"GCN4" "YIR003W"
"GCN4" "YIR004W"
"GCN4" "YIR005W"
"GCN4" "YIR006C"
"GCN4" "YIR007W"
"GCN4" "YIR008C"
"GCN4" "YIR009W"
"GCN4" "YIR010W"
"GCN4" "YIR012W"
"GCN4" "YIR013C"
"GCN4" "YIR014W"
"GCN4" "YIR015W"
"GCN4" "YIR016W"
"GCN4" "YIR017C"
"GCN4" "YIR018W"
"GCN4" "YIR019C"
"GCN4" "YIR020C"
"GCN4" "YIR021W"
"GCN4" "YIR022W"
"GCN4" "YIR023W"
"GCN4" "YIR024C"
"GCN4" "YIR025W"
"GCN4" "YIR026C"
"GCN4" "YIR027C"
"GCN4" "YIR028W"
"GCN4" "YIR029W"
"GCN4" "YIR030C"
"GCN4" "YIR031C"
"GCN4" "YIR032C"
"GCN4" "YIR033W"
"GCN4" "YIR034C"
"GCN4" "YIR035C"
"GCN4" "YIR036C"
"GCN4" "YIR037W"
"GCN4" "YIR038C"
"GCN4" "YIR039C"
"GCN4" "YIR042C"
"GCN4" "YJL219W"
"GCN4" "YJL218W"
"GCN4" "YJL217W"
"GCN4" "YJL216C"
"GCN4" "YJL214W"
"GCN4" "YJL213W"
"GCN4" "YJL212C"
"GCN4" "YJL210W"
"GCN4" "YJL209W"
"GCN4" "YJL208C"
"GCN4" "YJL207C"
"GCN4" "YJL206C"
"GCN4" "YJL205C"
"GCN4" "YJL204C"
"GCN4" "YJL203W"
"GCN4" "YJL201W"
"GCN4" "YJL200C"
"GCN4" "YJL198W"
"GCN4" "YJL197W"
"GCN4" "YJL196C"
"GCN4" "YJL194W"
"GCN4" "YJL193W"
"GCN4" "YJL191W"
"GCN4" "YJL190C"
"GCN4" "YJL189W"
"GCN4" "YJL188C"
"GCN4" "YJL187C"
"GCN4" "YJL186W"
"GCN4" "YJL185C"
"GCN4" "YJL184W"
"GCN4" "YJL183W"
"GCN4" "YJL181W"
"GCN4" "YJL180C"
"GCN4" "YJL179W"
"GCN4" "YJL178C"
"GCN4" "YJL177W"
"GCN4" "YJL176C"
"GCN4" "YJL174W"
"GCN4" "YJL173C"
"GCN4" "YJL172W"
"GCN4" "YJL171C"
"GCN4" "YJL170C"
"GCN4" "YJL168C"
"GCN4" "YJL167W"
"GCN4" "YJL166W"
"GCN4" "YJL165C"
"GCN4" "YJL164C"
"GCN4" "YJL163C"
"GCN4" "YJL162C"
"GCN4" "YJL161W"
"GCN4" "YJL160C"
"GCN4" "YJL159W"
"GCN4" "YJL158C"
"GCN4" "YJL157C"
"GCN4" "YJL156C"
"GCN4" "YJL155C"
"GCN4" "YJL154C"
"GCN4" "YJL153C"
"GCN4" "YJL151C"
"GCN4" "YJL149W"
"GCN4" "YJL148W"
"GCN4" "YJL147C"
"GCN4" "YJL146W"
"GCN4" "YJL145W"
"GCN4" "YJL144W"
"GCN4" "YJL143W"
"GCN4" "YJL141C"
"GCN4" "YJL140W"
"GCN4" "YJL139C"
"GCN4" "YJL138C"
"GCN4" "YJL137C"
"GCN4" "YJL136C"
"GCN4" "YJL134W"
"GCN4" "YJL133W"
"GCN4" "YJL132W"
"GCN4" "YJL131C"
"GCN4" "YJL130C"
"GCN4" "YJL129C"
"GCN4" "YJL128C"
"GCN4" "YJL127C"
"GCN4" "YJL126W"
"GCN4" "YJL125C"
"GCN4" "YJL124C"
"GCN4" "YJL123C"
"GCN4" "YJL122W"
"GCN4" "YJL121C"
"GCN4" "YJL118W"
"GCN4" "YJL117W"
"GCN4" "YJL116C"
"GCN4" "YJL115W"
"GCN4" "YJL112W"
"GCN4" "YJL111W"
"GCN4" "YJL110C"
"GCN4" "YJL109C"
"GCN4" "YJL108C"
"GCN4" "YJL107C"
"GCN4" "YJL106W"
"GCN4" "YJL105W"
"GCN4" "YJL104W"
"GCN4" "YJL103C"
"GCN4" "YJL102W"
"GCN4" "YJL100W"
"GCN4" "YJL099W"
"GCN4" "YJL098W"
"GCN4" "YJL097W"
"GCN4" "YJL096W"
"GCN4" "YJL095W"
"GCN4" "YJL027C"
"GCN4" "YJL026W"
"GCN4" "YJL025W"
"GCN4" "YJL024C"
"GCN4" "YJL023C"
"GCN4" "YJL020C"
"GCN4" "YJL019W"
"GCN4" "YJL016W"
"GCN4" "YJL014W"
"GCN4" "YJL013C"
"GCN4" "YJL012C"
"GCN4" "YJL011C"
"GCN4" "YJL010C"
"GCN4" "YJL008C"
"GCN4" "YJL006C"
"GCN4" "YJL005W"
"GCN4" "YJL004C"
"GCN4" "YJL003W"
"GCN4" "YJL001W"
"GCN4" "YJR001W"
"GCN4" "YJR002W"
"GCN4" "YJR003C"
"GCN4" "YJR004C"
"GCN4" "YJR005W"
"GCN4" "YJR006W"
"GCN4" "YJR007W"
"GCN4" "YJR008W"
"GCN4" "YJR009C"
"GCN4" "YJR010W"
"GCN4" "YJR011C"
"GCN4" "YJR012C"
"GCN4" "YJR013W"
"GCN4" "YJR014W"
"GCN4" "YJR015W"
"GCN4" "YJR016C"
"GCN4" "YJR017C"
"GCN4" "YJR019C"
"GCN4" "YJR021C"
"GCN4" "YJR022W"
"GCN4" "YJR024C"
"GCN4" "YJR025C"
"GCN4" "YJR030C"
"GCN4" "YJR031C"
"GCN4" "YJR032W"
"GCN4" "YJR033C"
"GCN4" "YJR034W"
"GCN4" "YJR035W"
"GCN4" "YJR036C"
"GCN4" "YJR039W"
"GCN4" "YJR040W"
"GCN4" "YJR041C"
"GCN4" "YJR042W"
"GCN4" "YJR043C"
"GCN4" "YJR044C"
"GCN4" "YJR045C"
"GCN4" "YJR046W"
"GCN4" "YJR047C"
"GCN4" "YJR048W"
"GCN4" "YJR049C"
"GCN4" "YJR050W"
"GCN4" "YJR051W"
"GCN4" "YJR052W"
"GCN4" "YJR053W"
"GCN4" "YJR054W"
"GCN4" "YJR055W"
"GCN4" "YJR056C"
"GCN4" "YJR057W"
"GCN4" "YJR058C"
"GCN4" "YJR059W"
"GCN4" "YJR060W"
"GCN4" "YJR061W"
"GCN4" "YJR062C"
"GCN4" "YJR063W"
"GCN4" "YJR064W"
"GCN4" "YJR065C"
"GCN4" "YJR066W"
"GCN4" "YJR067C"
"GCN4" "YJR068W"
"GCN4" "YJR069C"
"GCN4" "YJR070C"
"GCN4" "YJR072C"
"GCN4" "YJR074W"
"GCN4" "YJR075W"
"GCN4" "YJR076C"
"GCN4" "YJR077C"
"GCN4" "YJR078W"
"GCN4" "YJR079W"
"GCN4" "YJR080C"
"GCN4" "YJR082C"
"GCN4" "YJR083C"
"GCN4" "YJR084W"
"GCN4" "YJR085C"
"GCN4" "YJR086W"
"GCN4" "YJR088C"
"GCN4" "YJR089W"
"GCN4" "YJR090C"
"GCN4" "YJR091C"
"GCN4" "YJR092W"
"GCN4" "YJR093C"
"GCN4" "YJR094C"
"GCN4" "YJR094W-A"
"GCN4" "YJR095W"
"GCN4" "YJR096W"
"GCN4" "YJR097W"
"GCN4" "YJR098C"
"GCN4" "YJR099W"
"GCN4" "YJR100C"
"GCN4" "YJR101W"
"GCN4" "YJR102C"
"GCN4" "YJR103W"
"GCN4" "YJR105W"
"GCN4" "YJR106W"
"GCN4" "YJR107W"
"GCN4" "YJR108W"
"GCN4" "YJR109C"
"GCN4" "YJR110W"
"GCN4" "YJR111C"
"GCN4" "YJR112W"
"GCN4" "YJR113C"
"GCN4" "YJR114W"
"GCN4" "YJR115W"
"GCN4" "YJR116W"
"GCN4" "YJR117W"
"GCN4" "YJR118C"
"GCN4" "YJR119C"
"GCN4" "YJR120W"
"GCN4" "YJR121W"
"GCN4" "YJR122W"
"GCN4" "YJR123W"
"GCN4" "YJR124C"
"GCN4" "YJR125C"
"GCN4" "YJR126C"
"GCN4" "YJR127C"
"GCN4" "YJR129C"
"GCN4" "YJR130C"
"GCN4" "YJR131W"
"GCN4" "YJR132W"
"GCN4" "YJR133W"
"GCN4" "YJR135C"
"GCN4" "YJR135W-A"
"GCN4" "YJR136C"
"GCN4" "YJR137C"
"GCN4" "YJR138W"
"GCN4" "YJR139C"
"GCN4" "YJR141W"
"GCN4" "YJR142W"
"GCN4" "YJR143C"
"GCN4" "YJR144W"
"GCN4" "YJR146W"
"GCN4" "YJR147W"
"GCN4" "YJR148W"
"GCN4" "YJR149W"
"GCN4" "YJR150C"
"GCN4" "YJR151C"
"GCN4" "YJR152W"
"GCN4" "YJR153W"
"GCN4" "YJR154W"
"GCN4" "YJR155W"
"GCN4" "YKL222C"
"GCN4" "YKL221W"
"GCN4" "YKL220C"
"GCN4" "YKL219W"
"GCN4" "YKL218C"
"GCN4" "YKL217W"
"GCN4" "YKL216W"
"GCN4" "YKL215C"
"GCN4" "YKL214C"
"GCN4" "YKL213C"
"GCN4" "YKL212W"
"GCN4" "YKL211C"
"GCN4" "YKL209C"
"GCN4" "YKL208W"
"GCN4" "YKL207W"
"GCN4" "YKL206C"
"GCN4" "YKL205W"
"GCN4" "YKL204W"
"GCN4" "YKL203C"
"GCN4" "YKL201C"
"GCN4" "YKL197C"
"GCN4" "YKL196C"
"GCN4" "YKL195W"
"GCN4" "YKL194C"
"GCN4" "YKL193C"
"GCN4" "YKL192C"
"GCN4" "YKL191W"
"GCN4" "YKL190W"
"GCN4" "YKL189W"
"GCN4" "YKL188C"
"GCN4" "YKL187C"
"GCN4" "YKL186C"
"GCN4" "YKL185W"
"GCN4" "YKL184W"
"GCN4" "YKL183W"
"GCN4" "YKL182W"
"GCN4" "YKL181W"
"GCN4" "YKL180W"
"GCN4" "YKL179C"
"GCN4" "YKL178C"
"GCN4" "YKL177W"
"GCN4" "YKL176C"
"GCN4" "YKL175W"
"GCN4" "YKL174C"
"GCN4" "YKL173W"
"GCN4" "YKL172W"
"GCN4" "YKL171W"
"GCN4" "YKL170W"
"GCN4" "YKL168C"
"GCN4" "YKL167C"
"GCN4" "YKL166C"
"GCN4" "YKL165C"
"GCN4" "YKL164C"
"GCN4" "YKL163W"
"GCN4" "YKL162C"
"GCN4" "YKL161C"
"GCN4" "YKL160W"
"GCN4" "YKL159C"
"GCN4" "YKL157W"
"GCN4" "YKL156W"
"GCN4" "YKL155C"
"GCN4" "YKL154W"
"GCN4" "YKL152C"
"GCN4" "YKL151C"
"GCN4" "YKL150W"
"GCN4" "YKL149C"
"GCN4" "YKL148C"
"GCN4" "YKL146W"
"GCN4" "YKL145W"
"GCN4" "YKL144C"
"GCN4" "YKL143W"
"GCN4" "YKL142W"
"GCN4" "YKL141W"
"GCN4" "YKL140W"
"GCN4" "YKL139W"
"GCN4" "YKL138C"
"GCN4" "YKL137W"
"GCN4" "YKL135C"
"GCN4" "YKL134C"
"GCN4" "YKL133C"
"GCN4" "YKL132C"
"GCN4" "YKL130C"
"GCN4" "YKL129C"
"GCN4" "YKL128C"
"GCN4" "YKL127W"
"GCN4" "YKL126W"
"GCN4" "YKL125W"
"GCN4" "YKL124W"
"GCN4" "YKL122C"
"GCN4" "YKL121W"
"GCN4" "YKL120W"
"GCN4" "YKL119C"
"GCN4" "YKL117W"
"GCN4" "YKL116C"
"GCN4" "YKL114C"
"GCN4" "YKL113C"
"GCN4" "YKL112W"
"GCN4" "YKL110C"
"GCN4" "YKL109W"
"GCN4" "YKL108W"
"GCN4" "YKL107W"
"GCN4" "YKL106W"
"GCN4" "YKL105C"
"GCN4" "YKL104C"
"GCN4" "YKL103C"
"GCN4" "YKL101W"
"GCN4" "YKL100C"
"GCN4" "YKL099C"
"GCN4" "YKL098W"
"GCN4" "YKL096W"
"GCN4" "YKL095W"
"GCN4" "YKL094W"
"GCN4" "YKL093W"
"GCN4" "YKL092C"
"GCN4" "YKL091C"
"GCN4" "YKL090W"
"GCN4" "YKL089W"
"GCN4" "YKL088W"
"GCN4" "YKL087C"
"GCN4" "YKL086W"
"GCN4" "YKL085W"
"GCN4" "YKL084W"
"GCN4" "YKL082C"
"GCN4" "YKL081W"
"GCN4" "YKL079W"
"GCN4" "YKL078W"
"GCN4" "YKL077W"
"GCN4" "YKL074C"
"GCN4" "YKL073W"
"GCN4" "YKL072W"
"GCN4" "YKL071W"
"GCN4" "YKL070W"
"GCN4" "YKL069W"
"GCN4" "YKL067W"
"GCN4" "YKL065C"
"GCN4" "YKL064W"
"GCN4" "YKL063C"
"GCN4" "YKL062W"
"GCN4" "YKL061W"
"GCN4" "YKL060C"
"GCN4" "YKL059C"
"GCN4" "YKL058W"
"GCN4" "YKL057C"
"GCN4" "YKL056C"
"GCN4" "YKL055C"
"GCN4" "YKL054C"
"GCN4" "YKL052C"
"GCN4" "YKL051W"
"GCN4" "YKL050C"
"GCN4" "YKL049C"
"GCN4" "YKL048C"
"GCN4" "YKL047W"
"GCN4" "YKL046C"
"GCN4" "YKL045W"
"GCN4" "YKL043W"
"GCN4" "YKL042W"
"GCN4" "YKL041W"
"GCN4" "YKL040C"
"GCN4" "YKL039W"
"GCN4" "YKL038W"
"GCN4" "YKL037W"
"GCN4" "YKL035W"
"GCN4" "YKL034W"
"GCN4" "YKL033W-A"
"GCN4" "YKL033W"
"GCN4" "YKL032C"
"GCN4" "YKL029C"
"GCN4" "YKL028W"
"GCN4" "YKL027W"
"GCN4" "YKL026C"
"GCN4" "YKL025C"
"GCN4" "YKL024C"
"GCN4" "YKL023W"
"GCN4" "YKL022C"
"GCN4" "YKL021C"
"GCN4" "YKL020C"
"GCN4" "YKL019W"
"GCN4" "YKL018W"
"GCN4" "YKL017C"
"GCN4" "YKL016C"
"GCN4" "YKL015W"
"GCN4" "YKL014C"
"GCN4" "YKL013C"
"GCN4" "YKL012W"
"GCN4" "YKL011C"
"GCN4" "YKL010C"
"GCN4" "YKL009W"
"GCN4" "YKL008C"
"GCN4" "YKL007W"
"GCN4" "YKL006W"
"GCN4" "YKL005C"
"GCN4" "YKL004W"
"GCN4" "YKL003C"
"GCN4" "YKL002W"
"GCN4" "YKL001C"
"GCN4" "YKR001C"
"GCN4" "YKR002W"
"GCN4" "YKR003W"
"GCN4" "YKR004C"
"GCN4" "YKR005C"
"GCN4" "YKR006C"
"GCN4" "YKR007W"
"GCN4" "YKR008W"
"GCN4" "YKR009C"
"GCN4" "YKR010C"
"GCN4" "YKR011C"
"GCN4" "YKR013W"
"GCN4" "YKR014C"
"GCN4" "YKR015C"
"GCN4" "YKR016W"
"GCN4" "YKR017C"
"GCN4" "YKR018C"
"GCN4" "YKR019C"
"GCN4" "YKR020W"
"GCN4" "YKR021W"
"GCN4" "YKR022C"
"GCN4" "YKR023W"
"GCN4" "YKR024C"
"GCN4" "YKR025W"
"GCN4" "YKR026C"
"GCN4" "YKR027W"
"GCN4" "YKR028W"
"GCN4" "YKR029C"
"GCN4" "YKR030W"
"GCN4" "YKR031C"
"GCN4" "YKR034W"
"GCN4" "YKR035W-A"
"GCN4" "YKR036C"
"GCN4" "YKR037C"
"GCN4" "YKR038C"
"GCN4" "YKR039W"
"GCN4" "YKR041W"
"GCN4" "YKR042W"
"GCN4" "YKR043C"
"GCN4" "YKR044W"
"GCN4" "YKR045C"
"GCN4" "YKR046C"
"GCN4" "YKR048C"
"GCN4" "YKR049C"
"GCN4" "YKR050W"
"GCN4" "YKR051W"
"GCN4" "YKR052C"
"GCN4" "YKR053C"
"GCN4" "YKR054C"
"GCN4" "YKR055W"
"GCN4" "YKR056W"
"GCN4" "YKR057W"
"GCN4" "YKR058W"
"GCN4" "YKR059W"
"GCN4" "YKR060W"
"GCN4" "YKR061W"
"GCN4" "YKR062W"
"GCN4" "YKR063C"
"GCN4" "YKR064W"
"GCN4" "YKR065C"
"GCN4" "YKR066C"
"GCN4" "YKR067W"
"GCN4" "YKR068C"
"GCN4" "YKR069W"
"GCN4" "YKR070W"
"GCN4" "YKR071C"
"GCN4" "YKR072C"
"GCN4" "YKR074W"
"GCN4" "YKR075C"
"GCN4" "YKR076W"
"GCN4" "YKR077W"
"GCN4" "YKR078W"
"GCN4" "YKR079C"
"GCN4" "YKR080W"
"GCN4" "YKR081C"
"GCN4" "YKR082W"
"GCN4" "YKR083C"
"GCN4" "YKR084C"
"GCN4" "YKR085C"
"GCN4" "YKR086W"
"GCN4" "YKR087C"
"GCN4" "YKR088C"
"GCN4" "YKR089C"
"GCN4" "YKR090W"
"GCN4" "YKR091W"
"GCN4" "YKR092C"
"GCN4" "YKR093W"
"GCN4" "YKR094C"
"GCN4" "YKR095W"
"GCN4" "YKR096W"
"GCN4" "YKR097W"
"GCN4" "YKR098C"
"GCN4" "YKR099W"
"GCN4" "YKR100C"
"GCN4" "YKR101W"
"GCN4" "YKR102W"
"GCN4" "YLL067C"
"GCN4" "YLL064C"
"GCN4" "YLL063C"
"GCN4" "YLL062C"
"GCN4" "YLL061W"
"GCN4" "YLL060C"
"GCN4" "YLL058W"
"GCN4" "YLL057C"
"GCN4" "YLL056C"
"GCN4" "YLL055W"
"GCN4" "YLL054C"
"GCN4" "YLL053C"
"GCN4" "YLL052C"
"GCN4" "YLL051C"
"GCN4" "YLL050C"
"GCN4" "YLL049W"
"GCN4" "YLL048C"
"GCN4" "YLL046C"
"GCN4" "YLL045C"
"GCN4" "YLL043W"
"GCN4" "YLL042C"
"GCN4" "YLL041C"
"GCN4" "YLL040C"
"GCN4" "YLL039C"
"GCN4" "YLL038C"
"GCN4" "YLL036C"
"GCN4" "YLL035W"
"GCN4" "YLL034C"
"GCN4" "YLL033W"
"GCN4" "YLL032C"
"GCN4" "YLL031C"
"GCN4" "YLL029W"
"GCN4" "YLL028W"
"GCN4" "YLL027W"
"GCN4" "YLL026W"
"GCN4" "YLL025W"
"GCN4" "YLL024C"
"GCN4" "YLL023C"
"GCN4" "YLL022C"
"GCN4" "YLL021W"
"GCN4" "YLL019C"
"GCN4" "YLL018C"
"GCN4" "YLL015W"
"GCN4" "YLL014W"
"GCN4" "YLL013C"
"GCN4" "YLL012W"
"GCN4" "YLL011W"
"GCN4" "YLL010C"
"GCN4" "YLL009C"
"GCN4" "YLL008W"
"GCN4" "YLL007C"
"GCN4" "YLL006W"
"GCN4" "YLL005C"
"GCN4" "YLL004W"
"GCN4" "YLL003W"
"GCN4" "YLL002W"
"GCN4" "YLL001W"
"GCN4" "YLR001C"
"GCN4" "YLR002C"
"GCN4" "YLR003C"
"GCN4" "YLR004C"
"GCN4" "YLR005W"
"GCN4" "YLR006C"
"GCN4" "YLR007W"
"GCN4" "YLR008C"
"GCN4" "YLR009W"
"GCN4" "YLR010C"
"GCN4" "YLR011W"
"GCN4" "YLR012C"
"GCN4" "YLR013W"
"GCN4" "YLR014C"
"GCN4" "YLR015W"
"GCN4" "YLR016C"
"GCN4" "YLR017W"
"GCN4" "YLR018C"
"GCN4" "YLR019W"
"GCN4" "YLR020C"
"GCN4" "YLR021W"
"GCN4" "YLR022C"
"GCN4" "YLR023C"
"GCN4" "YLR024C"
"GCN4" "YLR025W"
"GCN4" "YLR026C"
"GCN4" "YLR027C"
"GCN4" "YLR028C"
"GCN4" "YLR029C"
"GCN4" "YLR030W"
"GCN4" "YLR031W"
"GCN4" "YLR032W"
"GCN4" "YLR033W"
"GCN4" "YLR034C"
"GCN4" "YLR035C"
"GCN4" "YLR036C"
"GCN4" "YLR037C"
"GCN4" "YLR038C"
"GCN4" "YLR039C"
"GCN4" "YLR040C"
"GCN4" "YLR041W"
"GCN4" "YLR042C"
"GCN4" "YLR043C"
"GCN4" "YLR044C"
"GCN4" "YLR045C"
"GCN4" "YLR046C"
"GCN4" "YLR047C"
"GCN4" "YLR048W"
"GCN4" "YLR049C"
"GCN4" "YLR050C"
"GCN4" "YLR051C"
"GCN4" "YLR052W"
"GCN4" "YLR053C"
"GCN4" "YLR054C"
"GCN4" "YLR055C"
"GCN4" "YLR056W"
"GCN4" "YLR057W"
"GCN4" "YLR058C"
"GCN4" "YLR059C"
"GCN4" "YLR060W"
"GCN4" "YLR061W"
"GCN4" "YLR062C"
"GCN4" "YLR063W"
"GCN4" "YLR064W"
"GCN4" "YLR065C"
"GCN4" "YLR066W"
"GCN4" "YLR067C"
"GCN4" "YLR068W"
"GCN4" "YLR069C"
"GCN4" "YLR070C"
"GCN4" "YLR071C"
"GCN4" "YLR072W"
"GCN4" "YLR073C"
"GCN4" "YLR074C"
"GCN4" "YLR075W"
"GCN4" "YLR077W"
"GCN4" "YLR078C"
"GCN4" "YLR079W"
"GCN4" "YLR080W"
"GCN4" "YLR081W"
"GCN4" "YLR082C"
"GCN4" "YLR083C"
"GCN4" "YLR084C"
"GCN4" "YLR085C"
"GCN4" "YLR086W"
"GCN4" "YLR087C"
"GCN4" "YLR088W"
"GCN4" "YLR089C"
"GCN4" "YLR090W"
"GCN4" "YLR091W"
"GCN4" "YLR092W"
"GCN4" "YLR093C"
"GCN4" "YLR094C"
"GCN4" "YLR095C"
"GCN4" "YLR096W"
"GCN4" "YLR097C"
"GCN4" "YLR098C"
"GCN4" "YLR099C"
"GCN4" "YLR100W"
"GCN4" "YLR102C"
"GCN4" "YLR103C"
"GCN4" "YLR104W"
"GCN4" "YLR105C"
"GCN4" "YLR106C"
"GCN4" "YLR107W"
"GCN4" "YLR108C"
"GCN4" "YLR109W"
"GCN4" "YLR110C"
"GCN4" "YLR112W"
"GCN4" "YLR113W"
"GCN4" "YLR114C"
"GCN4" "YLR115W"
"GCN4" "YLR116W"
"GCN4" "CLF1"
"GCN4" "YLR118C"
"GCN4" "YLR119W"
"GCN4" "YLR120C"
"GCN4" "YLR121C"
"GCN4" "YLR125W"
"GCN4" "YLR126C"
"GCN4" "YLR127C"
"GCN4" "YLR128W"
"GCN4" "YLR129W"
"GCN4" "YLR130C"
"GCN4" "YLR131C"
"GCN4" "YLR132C"
"GCN4" "YLR133W"
"GCN4" "YLR134W"
"GCN4" "YLR135W"
"GCN4" "YLR136C"
"GCN4" "YLR137W"
"GCN4" "YLR139C"
"GCN4" "YLR141W"
"GCN4" "YLR142W"
"GCN4" "YLR143W"
"GCN4" "YLR144C"
"GCN4" "YLR145W"
"GCN4" "YLR146C"
"GCN4" "YLR147C"
"GCN4" "YLR148W"
"GCN4" "YLR149C"
"GCN4" "YLR150W"
"GCN4" "YLR151C"
"GCN4" "YLR152C"
"GCN4" "YLR153C"
"GCN4" "YLR154C"
"GCN4" "YLR155C"
"GCN4" "YLR156W"
"GCN4" "YLR162W"
"GCN4" "YLR163C"
"GCN4" "YLR164W"
"GCN4" "YLR165C"
"GCN4" "YLR166C"
"GCN4" "YLR167W"
"GCN4" "YLR168C"
"GCN4" "YLR170C"
"GCN4" "YLR172C"
"GCN4" "YLR173W"
"GCN4" "YLR174W"
"GCN4" "YLR175W"
"GCN4" "YLR176C"
"GCN4" "YLR177W"
"GCN4" "YLR178C"
"GCN4" "YLR179C"
"GCN4" "YLR180W"
"GCN4" "YLR181C"
"GCN4" "YLR182W"
"GCN4" "YLR183C"
"GCN4" "YLR185W"
"GCN4" "YLR186W"
"GCN4" "YLR187W"
"GCN4" "YLR188W"
"GCN4" "YLR189C"
"GCN4" "YLR190W"
"GCN4" "YLR191W"
"GCN4" "YLR192C"
"GCN4" "YLR193C"
"GCN4" "YLR194C"
"GCN4" "YLR195C"
"GCN4" "YLR196W"
"GCN4" "YLR197W"
"GCN4" "YLR199C"
"GCN4" "YLR200W"
"GCN4" "YLR201C"
"GCN4" "YLR203C"
"GCN4" "YLR204W"
"GCN4" "YLR205C"
"GCN4" "YLR206W"
"GCN4" "YLR207W"
"GCN4" "YLR208W"
"GCN4" "YLR209C"
"GCN4" "YLR210W"
"GCN4" "YLR211C"
"GCN4" "YLR212C"
"GCN4" "YLR213C"
"GCN4" "YLR214W"
"GCN4" "YLR215C"
"GCN4" "YLR216C"
"GCN4" "YLR218C"
"GCN4" "YLR219W"
"GCN4" "YLR220W"
"GCN4" "YLR221C"
"GCN4" "YLR222C"
"GCN4" "YLR223C"
"GCN4" "YLR224W"
"GCN4" "YLR225C"
"GCN4" "YLR226W"
"GCN4" "YLR227C"
"GCN4" "YLR228C"
"GCN4" "YLR229C"
"GCN4" "YLR231C"
"GCN4" "YLR233C"
"GCN4" "YLR234W"
"GCN4" "YLR237W"
"GCN4" "YLR238W"
"GCN4" "YLR239C"
"GCN4" "YLR240W"
"GCN4" "YLR242C"
"GCN4" "YLR243W"
"GCN4" "YLR244C"
"GCN4" "YLR245C"
"GCN4" "YLR246W"
"GCN4" "YLR247C"
"GCN4" "YLR248W"
"GCN4" "YLR249W"
"GCN4" "YLR250W"
"GCN4" "YLR251W"
"GCN4" "YLR253W"
"GCN4" "YLR254C"
"GCN4" "YLR256W"
"GCN4" "YLR257W"
"GCN4" "YLR258W"
"GCN4" "YLR259C"
"GCN4" "YLR260W"
"GCN4" "YLR262C"
"GCN4" "YLR262C-A"
"GCN4" "YLR263W"
"GCN4" "YLR264W"
"GCN4" "YLR265C"
"GCN4" "YLR266C"
"GCN4" "YLR267W"
"GCN4" "YLR270W"
"GCN4" "YLR271W"
"GCN4" "YLR272C"
"GCN4" "YLR273C"
"GCN4" "YLR274W"
"GCN4" "YLR275W"
"GCN4" "YLR276C"
"GCN4" "YLR277C"
"GCN4" "YLR278C"
"GCN4" "YLR281C"
"GCN4" "YLR283W"
"GCN4" "YLR284C"
"GCN4" "YLR285W"
"GCN4" "YLR286C"
"GCN4" "YLR287C"
"GCN4" "YLR287C-A"
"GCN4" "YLR288C"
"GCN4" "YLR289W"
"GCN4" "YLR290C"
"GCN4" "YLR292C"
"GCN4" "YLR293C"
"GCN4" "YLR295C"
"GCN4" "YLR297W"
"GCN4" "YLR298C"
"GCN4" "YLR300W"
"GCN4" "YLR301W"
"GCN4" "YLR302C"
"GCN4" "YLR303W"
"GCN4" "YLR304C"
"GCN4" "YLR305C"
"GCN4" "YLR306W"
"GCN4" "YLR307W"
"GCN4" "YLR308W"
"GCN4" "YLR309C"
"GCN4" "YLR310C"
"GCN4" "YLR312C"
"GCN4" "YLR313C"
"GCN4" "YLR314C"
"GCN4" "YLR315W"
"GCN4" "YLR316C"
"GCN4" "YLR318W"
"GCN4" "YLR319C"
"GCN4" "YLR320W"
"GCN4" "YLR321C"
"GCN4" "YLR323C"
"GCN4" "YLR324W"
"GCN4" "YLR325C"
"GCN4" "YLR326W"
"GCN4" "YLR327C"
"GCN4" "YLR328W"
"GCN4" "YLR329W"
"GCN4" "YLR330W"
"GCN4" "YLR332W"
"GCN4" "YLR333C"
"GCN4" "YLR335W"
"GCN4" "YLR336C"
"GCN4" "YLR337C"
"GCN4" "YLR340W"
"GCN4" "YLR341W"
"GCN4" "YLR343W"
"GCN4" "YLR344W"
"GCN4" "YLR345W"
"GCN4" "YLR346C"
"GCN4" "YLR347C"
"GCN4" "YLR348C"
"GCN4" "YLR349W"
"GCN4" "YLR350W"
"GCN4" "YLR351C"
"GCN4" "YLR353W"
"GCN4" "YLR354C"
"GCN4" "YLR355C"
"GCN4" "YLR356W"
"GCN4" "YLR357W"
"GCN4" "YLR358C"
"GCN4" "YLR359W"
"GCN4" "YLR360W"
"GCN4" "YLR361C"
"GCN4" "YLR362W"
"GCN4" "YLR363C"
"GCN4" "YLR364W"
"GCN4" "YLR367W"
"GCN4" "YLR368W"
"GCN4" "YLR369W"
"GCN4" "YLR370C"
"GCN4" "YLR371W"
"GCN4" "YLR372W"
"GCN4" "YLR373C"
"GCN4" "YLR375W"
"GCN4" "YLR376C"
"GCN4" "YLR377C"
"GCN4" "YLR378C"
"GCN4" "YLR380W"
"GCN4" "YLR381W"
"GCN4" "YLR382C"
"GCN4" "YLR383W"
"GCN4" "YLR384C"
"GCN4" "YLR385C"
"GCN4" "YLR386W"
"GCN4" "YLR387C"
"GCN4" "YLR388W"
"GCN4" "YLR389C"
"GCN4" "YLR392C"
"GCN4" "YLR393W"
"GCN4" "YLR394W"
"GCN4" "YLR395C"
"GCN4" "YLR396C"
"GCN4" "YLR397C"
